Entfernung [m],Höhenunterschied [m],Zeit [s],Geschwindigkeit [m/s],Geschwindigkeit [km/h]
6.934835,-1.200000,1.000000,6.934835,24.965406
6.499169,-1.800000,1.000000,6.499169,23.397008
5.804432,-1.400000,1.000000,5.804432,20.895955
4.814214,-1.200000,1.000000,4.814214,17.331169
5.264906,-1.200000,1.000000,5.264906,18.953661
11.505404,-0.800000,2.000000,5.752702,20.709726
7.185412,-1.400000,1.000000,7.185412,25.867485
6.474540,-1.200000,1.000000,6.474540,23.308344
8.101375,-3.800000,1.000000,8.101375,29.164951
7.364427,-1.400000,1.000000,7.364427,26.511938
6.458756,-1.600000,1.000000,6.458756,23.251522
5.214351,-2.400000,1.000000,5.214351,18.771664
3.333612,-1.800000,1.000000,3.333612,12.001002
6.451865,-1.200000,1.000000,6.451865,23.226713
4.852938,-1.200000,4.000000,1.213235,4.367644
4.764877,-0.400000,7.000000,0.680697,2.450508
4.764879,-0.400000,4.000000,1.191220,4.288391
5.839871,-3.400000,8.000000,0.729984,2.627942
5.616414,-3.000000,1.000000,5.616414,20.219091
7.473053,-3.800000,1.000000,7.473053,26.902991
6.859339,-2.400000,1.000000,6.859339,24.693619
7.196152,-2.000000,1.000000,7.196152,25.906149
7.865607,-3.600000,1.000000,7.865607,28.316186
7.635892,-2.200000,1.000000,7.635892,27.489212
6.559087,-2.200000,1.000000,6.559087,23.612713
7.143636,-4.000000,1.000000,7.143636,25.717090
7.812917,-4.000000,1.000000,7.812917,28.126502
6.950065,-2.000000,1.000000,6.950065,25.020233
7.811552,-2.600000,1.000000,7.811552,28.121588
7.830681,-3.200000,1.000000,7.830681,28.190452
7.290591,-1.800000,1.000000,7.290591,26.246126
6.670264,-2.600000,1.000000,6.670264,24.012949
6.560241,-2.800000,1.000000,6.560241,23.616867
5.971097,-2.000000,1.000000,5.971097,21.495949
6.446090,-3.200000,1.000000,6.446090,23.205923
6.357617,-1.800000,1.000000,6.357617,22.887421
6.298980,-1.800000,1.000000,6.298980,22.676328
6.332051,-2.400000,1.000000,6.332051,22.795383
